Year,Ethnicity,Sex,Cause,Count,Region
2007,"	Asian & Pacific Islander	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",38,NYC
2007,"	Asian & Pacific Islander	",Males,"	MALIGNANT NEOPLASMS	",528,NYC
2007,"	Asian & Pacific Islander	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",11,NYC
2007,"	Asian & Pacific Islander	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",14,NYC
2007,"	Asian & Pacific Islander	",Males,"	PEPTIC ULCER	",5,NYC
2007,"	Asian & Pacific Islander	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",7,NYC
2007,"	Asian & Pacific Islander	",Males,"	SEPTICEMIA	",10,NYC
2007,"	Asian & Pacific Islander	",Males,"	VIRAL HEPATITIS	",12,NYC
2007,"	Hispanic	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",72,NYC
2007,"	Hispanic	",Females,"	ALZHEIMERS DISEASE	",43,NYC
2007,"	Hispanic	",Females,"	AORTIC ANEURYSM AND DISSECTION	",19,NYC
2007,"	Hispanic	",Females,"	ASSAULT (HOMICIDE)	",22,NYC
2007,"	Hispanic	",Females,"	ATHEROSCLEROSIS	",12,NYC
2007,"	Hispanic	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",12,NYC
2007,"	Hispanic	",Females,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",8,NYC
2007,"	Hispanic	",Females,"	CEREBROVASCULAR DISEASE	",164,NYC
2007,"	Hispanic	",Females,"	CHOLELITHIASIS AND DISORDERS OF GALLBLADDER	",9,NYC
2007,"	Hispanic	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",37,NYC
2007,"	Hispanic	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",116,NYC
2007,"	Hispanic	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",28,NYC
2007,"	Hispanic	",Females,"	DIABETES MELLITUS	",205,NYC
2007,"	Hispanic	",Females,"	DISEASES OF HEART	",1418,NYC
2007,"	Hispanic	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",78,NYC
2007,"	Hispanic	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",109,NYC
2007,"	Hispanic	",Females,"	INFLUENZA AND PNEUMONIA	",190,NYC
2007,"	Hispanic	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",25,NYC
2007,"	Hispanic	",Females,"	MALIGNANT NEOPLASMS	",969,NYC
2007,"	Hispanic	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",45,NYC
2007,"	Hispanic	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",8,NYC
2007,"	Hispanic	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",48,NYC
2007,"	Hispanic	",Females,"	SEPTICEMIA	",49,NYC
2007,"	Hispanic	",Females,"	SHORT GESTATION/LBW	",13,NYC
2007,"	Hispanic	",Females,"	VIRAL HEPATITIS	",37,NYC
2007,"	Hispanic	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",154,NYC
2007,"	Hispanic	",Males,"	ALZHEIMERS DISEASE	",11,NYC
2007,"	Hispanic	",Males,"	AORTIC ANEURYSM AND DISSECTION	",21,NYC
2007,"	Hispanic	",Males,"	ASSAULT (HOMICIDE)	",114,NYC
2007,"	Hispanic	",Males,"	ATHEROSCLEROSIS	",11,NYC
2007,"	Hispanic	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",20,NYC
2007,"	Hispanic	",Males,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",11,NYC
2007,"	Hispanic	",Males,"	CEREBROVASCULAR DISEASE	",126,NYC
2007,"	Hispanic	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",107,NYC
2007,"	Hispanic	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",106,NYC
2007,"	Hispanic	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",29,NYC
2007,"	Hispanic	",Males,"	DIABETES MELLITUS	",177,NYC
2007,"	Hispanic	",Males,"	DISEASES OF HEART	",1327,NYC
2007,"	Hispanic	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",76,NYC
2007,"	Hispanic	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",218,NYC
2007,"	Hispanic	",Males,"	INFLUENZA AND PNEUMONIA	",189,NYC
2007,"	Hispanic	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",56,NYC
2007,"	Hispanic	",Males,"	MALIGNANT NEOPLASMS	",1013,NYC
2007,"	Hispanic	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",56,NYC
2007,"	Hispanic	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",39,NYC
2007,"	Hispanic	",Males,"	PARKINSONS DISEASE	",7,NYC
2007,"	Hispanic	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",183,NYC
2007,"	Hispanic	",Males,"	RESPIRATORY DISTRESS OF NEWBORN	",7,NYC
2007,"	Hispanic	",Males,"	SEPTICEMIA	",31,NYC
2007,"	Hispanic	",Males,"	SHORT GESTATION/LBW	",13,NYC
2007,"	Hispanic	",Males,"	VIRAL HEPATITIS	",90,NYC
2007,"	Non-Hispanic Black	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",87,NYC
2007,"	Non-Hispanic Black	",Females,"	ALZHEIMERS DISEASE	",41,NYC
2007,"	Non-Hispanic Black	",Females,"	ANEMIAS	",18,NYC
2007,"	Non-Hispanic Black	",Females,"	AORTIC ANEURYSM AND DISSECTION	",25,NYC
2007,"	Non-Hispanic Black	",Females,"	ASSAULT (HOMICIDE)	",41,NYC
2007,"	Non-Hispanic Black	",Females,"	ATHEROSCLEROSIS	",30,NYC
2007,"	Non-Hispanic Black	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",38,NYC
2007,"	Non-Hispanic Black	",Females,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",16,NYC
2007,"	Non-Hispanic Black	",Females,"	CEREBROVASCULAR DISEASE	",279,NYC
2007,"	Non-Hispanic Black	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",33,NYC
2007,"	Non-Hispanic Black	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",163,NYC
2007,"	Non-Hispanic Black	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",37,NYC
2007,"	Non-Hispanic Black	",Females,"	DIABETES MELLITUS	",358,NYC
2007,"	Non-Hispanic Black	",Females,"	DISEASES OF HEART	",2722,NYC
2007,"	Non-Hispanic Black	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",166,NYC
2007,"	Non-Hispanic Black	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",248,NYC
2007,"	Non-Hispanic Black	",Females,"	INFLUENZA AND PNEUMONIA	",295,NYC
2007,"	Non-Hispanic Black	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",20,NYC
2007,"	Non-Hispanic Black	",Females,"	MALIGNANT NEOPLASMS	",1800,NYC
2007,"	Non-Hispanic Black	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",80,NYC
2007,"	Non-Hispanic Black	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",25,NYC
2007,"	Non-Hispanic Black	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",87,NYC
2007,"	Non-Hispanic Black	",Females,"	SEPTICEMIA	",89,NYC
2007,"	Non-Hispanic Black	",Females,"	SHORT GESTATION/LBW	",15,NYC
2007,"	Non-Hispanic Black	",Females,"	VIRAL HEPATITIS	",32,NYC
2007,"	Non-Hispanic Black	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",158,NYC
2007,"	Non-Hispanic Black	",Males,"	ALZHEIMERS DISEASE	",18,NYC
2007,"	Non-Hispanic Black	",Males,"	ANEMIAS	",19,NYC
2007,"	Non-Hispanic Black	",Males,"	AORTIC ANEURYSM AND DISSECTION	",33,NYC
2007,"	Non-Hispanic Black	",Males,"	ASSAULT (HOMICIDE)	",267,NYC
2007,"	Non-Hispanic Black	",Males,"	ATHEROSCLEROSIS	",29,NYC
2007,"	Non-Hispanic Black	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",22,NYC
2007,"	Non-Hispanic Black	",Males,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",24,NYC
2007,"	Non-Hispanic Black	",Males,"	CEREBROVASCULAR DISEASE	",213,NYC
2007,"	Non-Hispanic Black	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",78,NYC
2007,"	Non-Hispanic Black	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",137,NYC
2007,"	Non-Hispanic Black	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",33,NYC
2007,"	Non-Hispanic Black	",Males,"	DIABETES MELLITUS	",246,NYC
2007,"	Non-Hispanic Black	",Males,"	DISEASES OF HEART	",2121,NYC
2007,"	Non-Hispanic Black	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",137,NYC
2007,"	Non-Hispanic Black	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",377,NYC
2007,"	Non-Hispanic Black	",Males,"	INFLUENZA AND PNEUMONIA	",230,NYC
2007,"	Non-Hispanic Black	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",58,NYC
2007,"	Non-Hispanic Black	",Males,"	MALIGNANT NEOPLASMS	",1523,NYC
2007,"	Non-Hispanic Black	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",49,NYC
2007,"	Non-Hispanic Black	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",58,NYC
2007,"	Non-Hispanic Black	",Males,"	PEPTIC ULCER	",13,NYC
2007,"	Non-Hispanic Black	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",163,NYC
2007,"	Non-Hispanic Black	",Males,"	SEPTICEMIA	",67,NYC
2007,"	Non-Hispanic Black	",Males,"	SHORT GESTATION/LBW	",20,NYC
2007,"	Non-Hispanic Black	",Males,"	VIRAL HEPATITIS	",60,NYC
2007,"	Non-Hispanic White	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",162,NYC
2007,"	Non-Hispanic White	",Females,"	ALZHEIMERS DISEASE	",107,NYC
2007,"	Non-Hispanic White	",Females,"	AORTIC ANEURYSM AND DISSECTION	",37,NYC
2007,"	Non-Hispanic White	",Females,"	ASSAULT (HOMICIDE)	",12,NYC
2007,"	Non-Hispanic White	",Females,"	ATHEROSCLEROSIS	",39,NYC
2007,"	Non-Hispanic White	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",60,NYC
2007,"	Non-Hispanic White	",Females,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",12,NYC
2007,"	Non-Hispanic White	",Females,"	CEREBROVASCULAR DISEASE	",372,NYC
2007,"	Non-Hispanic White	",Females,"	CHOLELITHIASIS AND DISORDERS OF GALLBLADDER	",18,NYC
2007,"	Non-Hispanic White	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",54,NYC
2007,"	Non-Hispanic White	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",472,NYC
2007,"	Non-Hispanic White	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",40,NYC
2007,"	Non-Hispanic White	",Females,"	DIABETES MELLITUS	",231,NYC
2007,"	Non-Hispanic White	",Females,"	DISEASES OF HEART	",7050,NYC
2007,"	Non-Hispanic White	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",155,NYC
2007,"	Non-Hispanic White	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",40,NYC
2007,"	Non-Hispanic White	",Females,"	INFLUENZA AND PNEUMONIA	",659,NYC
2007,"	Non-Hispanic White	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",64,NYC
2007,"	Non-Hispanic White	",Females,"	MALIGNANT NEOPLASMS	",3519,NYC
2007,"	Non-Hispanic White	",Females,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",23,NYC
2007,"	Non-Hispanic White	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",89,NYC
2007,"	Non-Hispanic White	",Females,"	PARKINSONS DISEASE	",35,NYC
2007,"	Non-Hispanic White	",Females,"	PEPTIC ULCER	",28,NYC
2007,"	Non-Hispanic White	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",85,NYC
2007,"	Non-Hispanic White	",Females,"	SEPTICEMIA	",79,NYC
2007,"	Non-Hispanic White	",Females,"	SHORT GESTATION/LBW	",12,NYC
2007,"	Non-Hispanic White	",Females,"	VIRAL HEPATITIS	",36,NYC
2007,"	Non-Hispanic White	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",297,NYC
2007,"	Non-Hispanic White	",Males,"	ALZHEIMERS DISEASE	",49,NYC
2007,"	Non-Hispanic White	",Males,"	AORTIC ANEURYSM AND DISSECTION	",73,NYC
2007,"	Non-Hispanic White	",Males,"	ASSAULT (HOMICIDE)	",41,NYC
2007,"	Non-Hispanic White	",Males,"	ATHEROSCLEROSIS	",45,NYC
2007,"	Non-Hispanic White	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",75,NYC
2007,"	Non-Hispanic White	",Males,"	CEREBROVASCULAR DISEASE	",267,NYC
2007,"	Non-Hispanic White	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",112,NYC
2007,"	Non-Hispanic White	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",345,NYC
2007,"	Non-Hispanic White	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",53,NYC
2007,"	Non-Hispanic White	",Males,"	DIABETES MELLITUS	",237,NYC
2007,"	Non-Hispanic White	",Males,"	DISEASES OF HEART	",5632,NYC
2007,"	Non-Hispanic White	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",123,NYC
2007,"	Non-Hispanic White	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",103,NYC
2007,"	Non-Hispanic White	",Males,"	INFLUENZA AND PNEUMONIA	",530,NYC
2007,"	Non-Hispanic White	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",187,NYC
2007,"	Non-Hispanic White	",Males,"	MALIGNANT NEOPLASMS	",3356,NYC
2007,"	Non-Hispanic White	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",72,NYC
2007,"	Non-Hispanic White	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",92,NYC
2007,"	Non-Hispanic White	",Males,"	PARKINSONS DISEASE	",53,NYC
2007,"	Non-Hispanic White	",Males,"	PEPTIC ULCER	",19,NYC
2007,"	Non-Hispanic White	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",261,NYC
2007,"	Non-Hispanic White	",Males,"	SEPTICEMIA	",62,NYC
2007,"	Non-Hispanic White	",Males,"	SHORT GESTATION/LBW	",19,NYC
2007,"	Non-Hispanic White	",Males,"	VIRAL HEPATITIS	",83,NYC
2008,"	Asian & Pacific Islander	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",37,NYC
2008,"	Asian & Pacific Islander	",Females,"	ATHEROSCLEROSIS	",10,NYC
2008,"	Asian & Pacific Islander	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",9,NYC
2008,"	Asian & Pacific Islander	",Females,"	CEREBROVASCULAR DISEASE	",65,NYC
2008,"	Asian & Pacific Islander	",Females,"	CHOLELITHIASIS AND DISORDERS OF GALLBLADDER	",6,NYC
2008,"	Asian & Pacific Islander	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",6,NYC
2008,"	Asian & Pacific Islander	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",30,NYC
2008,"	Asian & Pacific Islander	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",7,NYC
2008,"	Asian & Pacific Islander	",Females,"	DIABETES MELLITUS	",47,NYC
2008,"	Asian & Pacific Islander	",Females,"	DISEASES OF HEART	",456,NYC
2008,"	Asian & Pacific Islander	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",32,NYC
2008,"	Asian & Pacific Islander	",Females,"	INFLUENZA AND PNEUMONIA	",73,NYC
2008,"	Asian & Pacific Islander	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",26,NYC
2008,"	Asian & Pacific Islander	",Females,"	MALIGNANT NEOPLASMS	",346,NYC
2008,"	Asian & Pacific Islander	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",14,NYC
2008,"	Asian & Pacific Islander	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",5,NYC
2008,"	Asian & Pacific Islander	",Females,"	SEPTICEMIA	",10,NYC
2008,"	Asian & Pacific Islander	",Females,"	VIRAL HEPATITIS	",9,NYC
2008,"	Asian & Pacific Islander	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",54,NYC
2008,"	Asian & Pacific Islander	",Males,"	AORTIC ANEURYSM AND DISSECTION	",5,NYC
2008,"	Asian & Pacific Islander	",Males,"	ASSAULT (HOMICIDE)	",14,NYC
2008,"	Asian & Pacific Islander	",Males,"	ATHEROSCLEROSIS	",8,NYC
2008,"	Asian & Pacific Islander	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",8,NYC
2008,"	Asian & Pacific Islander	",Males,"	CEREBROVASCULAR DISEASE	",48,NYC
2008,"	Asian & Pacific Islander	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",13,NYC
2008,"	Asian & Pacific Islander	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",46,NYC
2008,"	Asian & Pacific Islander	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",14,NYC
2008,"	Asian & Pacific Islander	",Males,"	DIABETES MELLITUS	",52,NYC
2008,"	Asian & Pacific Islander	",Males,"	DISEASES OF HEART	",546,NYC
2008,"	Asian & Pacific Islander	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",31,NYC
2008,"	Asian & Pacific Islander	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",7,NYC
2008,"	Asian & Pacific Islander	",Males,"	INFLUENZA AND PNEUMONIA	",90,NYC
2008,"	Asian & Pacific Islander	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",30,NYC
2008,"	Asian & Pacific Islander	",Males,"	MALIGNANT NEOPLASMS	",477,NYC
2008,"	Asian & Pacific Islander	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",5,NYC
2008,"	Asian & Pacific Islander	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",14,NYC
2008,"	Asian & Pacific Islander	",Males,"	PARKINSONS DISEASE	",7,NYC
2008,"	Asian & Pacific Islander	",Males,"	SEPTICEMIA	",5,NYC
2008,"	Asian & Pacific Islander	",Males,"	VIRAL HEPATITIS	",11,NYC
2008,"	Hispanic	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",68,NYC
2008,"	Hispanic	",Females,"	ALZHEIMERS DISEASE	",61,NYC
2008,"	Hispanic	",Females,"	AORTIC ANEURYSM AND DISSECTION	",9,NYC
2008,"	Hispanic	",Females,"	ASSAULT (HOMICIDE)	",25,NYC
2008,"	Hispanic	",Females,"	ATHEROSCLEROSIS	",16,NYC
2008,"	Hispanic	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",12,NYC
2008,"	Hispanic	",Females,"	CEREBROVASCULAR DISEASE	",152,NYC
2008,"	Hispanic	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",63,NYC
2008,"	Hispanic	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",156,NYC
2008,"	Hispanic	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",36,NYC
2008,"	Hispanic	",Females,"	DIABETES MELLITUS	",228,NYC
2008,"	Hispanic	",Females,"	DISEASES OF HEART	",1445,NYC
2008,"	Hispanic	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",104,NYC
2008,"	Hispanic	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",113,NYC
2008,"	Hispanic	",Females,"	INFLUENZA AND PNEUMONIA	",227,NYC
2008,"	Hispanic	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",18,NYC
2008,"	Hispanic	",Females,"	MALIGNANT NEOPLASMS	",1046,NYC
2008,"	Hispanic	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",47,NYC
2008,"	Hispanic	",Females,"	PARKINSONS DISEASE	",13,NYC
2008,"	Hispanic	",Females,"	PNEUMONITIS DUE TO SOLIDS AND LIQUIDS	",8,NYC
2008,"	Hispanic	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",9,NYC
2008,"	Hispanic	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",43,NYC
2008,"	Hispanic	",Females,"	SEPTICEMIA	",34,NYC
2008,"	Hispanic	",Females,"	SHORT GESTATION/LBW	",12,NYC
2008,"	Hispanic	",Females,"	VIRAL HEPATITIS	",51,NYC
2008,"	Hispanic	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",186,NYC
2008,"	Hispanic	",Males,"	ALZHEIMERS DISEASE	",15,NYC
2008,"	Hispanic	",Males,"	ANEMIAS	",8,NYC
2008,"	Hispanic	",Males,"	AORTIC ANEURYSM AND DISSECTION	",13,NYC
2008,"	Hispanic	",Males,"	ASSAULT (HOMICIDE)	",119,NYC
2008,"	Hispanic	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",9,NYC
2008,"	Hispanic	",Males,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",13,NYC
2008,"	Hispanic	",Males,"	CEREBROVASCULAR DISEASE	",124,NYC
2008,"	Hispanic	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",149,NYC
2008,"	Hispanic	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",132,NYC
2008,"	Hispanic	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",50,NYC
2008,"	Hispanic	",Males,"	DIABETES MELLITUS	",191,NYC
2008,"	Hispanic	",Males,"	DISEASES OF HEART	",1330,NYC
2008,"	Hispanic	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",70,NYC
2008,"	Hispanic	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",222,NYC
2008,"	Hispanic	",Males,"	INFLUENZA AND PNEUMONIA	",187,NYC
2008,"	Hispanic	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",70,NYC
2008,"	Hispanic	",Males,"	MALIGNANT NEOPLASMS	",1080,NYC
2008,"	Hispanic	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",48,NYC
2008,"	Hispanic	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",28,NYC
2008,"	Hispanic	",Males,"	PARKINSONS DISEASE	",19,NYC
2008,"	Hispanic	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",172,NYC
2008,"	Hispanic	",Males,"	SEPTICEMIA	",37,NYC
2008,"	Hispanic	",Males,"	SHORT GESTATION/LBW	",14,NYC
2008,"	Hispanic	",Males,"	VIRAL HEPATITIS	",106,NYC
2008,"	Non-Hispanic Black	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",70,NYC
2008,"	Non-Hispanic Black	",Females,"	ALZHEIMERS DISEASE	",62,NYC
2008,"	Non-Hispanic Black	",Females,"	ANEMIAS	",15,NYC
2008,"	Non-Hispanic Black	",Females,"	ASSAULT (HOMICIDE)	",36,NYC
2008,"	Non-Hispanic Black	",Females,"	ATHEROSCLEROSIS	",30,NYC
2008,"	Non-Hispanic Black	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",26,NYC
2008,"	Non-Hispanic Black	",Females,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",22,NYC
2008,"	Non-Hispanic Black	",Females,"	CEREBROVASCULAR DISEASE	",267,NYC
2008,"	Non-Hispanic Black	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",40,NYC
2008,"	Non-Hispanic Black	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",191,NYC
2008,"	Non-Hispanic Black	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",38,NYC
2008,"	Non-Hispanic Black	",Females,"	DIABETES MELLITUS	",380,NYC
2008,"	Non-Hispanic Black	",Females,"	DISEASES OF HEART	",2725,NYC
2008,"	Non-Hispanic Black	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",192,NYC
2008,"	Non-Hispanic Black	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",227,NYC
2008,"	Non-Hispanic Black	",Females,"	INFLUENZA AND PNEUMONIA	",318,NYC
2008,"	Non-Hispanic Black	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",20,NYC
2008,"	Non-Hispanic Black	",Females,"	MALIGNANT NEOPLASMS	",1756,NYC
2008,"	Non-Hispanic Black	",Females,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",14,NYC
2008,"	Non-Hispanic Black	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",71,NYC
2008,"	Non-Hispanic Black	",Females,"	PEPTIC ULCER	",14,NYC
2008,"	Non-Hispanic Black	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",22,NYC
2008,"	Non-Hispanic Black	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",56,NYC
2008,"	Non-Hispanic Black	",Females,"	SEPTICEMIA	",68,NYC
2008,"	Non-Hispanic Black	",Females,"	SHORT GESTATION/LBW	",26,NYC
2008,"	Non-Hispanic Black	",Females,"	VIRAL HEPATITIS	",29,NYC
2008,"	Non-Hispanic Black	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",146,NYC
2008,"	Non-Hispanic Black	",Males,"	ALZHEIMERS DISEASE	",16,NYC
2008,"	Non-Hispanic Black	",Males,"	AORTIC ANEURYSM AND DISSECTION	",17,NYC
2008,"	Non-Hispanic Black	",Males,"	ASSAULT (HOMICIDE)	",286,NYC
2008,"	Non-Hispanic Black	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",20,NYC
2008,"	Non-Hispanic Black	",Males,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",20,NYC
2008,"	Non-Hispanic Black	",Males,"	CEREBROVASCULAR DISEASE	",206,NYC
2008,"	Non-Hispanic Black	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",64,NYC
2008,"	Non-Hispanic Black	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",169,NYC
2008,"	Non-Hispanic Black	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",45,NYC
2008,"	Non-Hispanic Black	",Males,"	DIABETES MELLITUS	",265,NYC
2008,"	Non-Hispanic Black	",Males,"	DISEASES OF HEART	",2077,NYC
2008,"	Non-Hispanic Black	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",134,NYC
